Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   92693/460999      std::_Rb_tree_iterator<std::pair<int const, signed char> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [264]
-----------------------------------------------
                0.00    0.00     206/63212       Organism::remove_promoters_starting_after(int) [162]
                0.00    0.00   12073/63212       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator[](int const&) [87]
                0.00    0.00   50933/63212       Organism::remove_promoters_starting_between(int, int) [137]
[139]    0.1    0.00    0.00   63212         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [139]
                0.00    0.00   63212/63212       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [140]
-----------------------------------------------
                0.00    0.00   63212/63212       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [139]
[140]    0.1    0.00    0.00   63212         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [140]
                0.00    0.00   63212/92693       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&) [138]
                0.00    0.00   63212/218302      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_end() [280]
                0.00    0.00   63212/196395      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_begin() [301]
-----------------------------------------------
                0.00    0.00     206/51139       Organism::remove_promoters_starting_before(int) [161]
                0.00    0.00   50933/51139       Organism::remove_promoters_starting_between(int, int) [137]
[141]    0.0    0.00    0.00   51139         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [141]
                0.00    0.00   51139/51139       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [142]
-----------------------------------------------
                0.00    0.00   51139/51139       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [141]
[142]    0.0    0.00    0.00   51139         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [142]
                0.00    0.00   51139/51139       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&) [143]
                0.00    0.00   51139/218302      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_end() [280]
                0.00    0.00   51139/196395      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_begin() [301]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [142]
[143]    0.0    0.00    0.00   51139         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&) [143]
                0.00    0.00  151545/1248832     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_right(std::_Rb_tree_node_base*) [99]
                0.00    0.00  226859/676431      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_key(std::_Rb_tree_node<std::pair<int const, signed char> > const*) [260]
                0.00    0.00  226859/664928      std::less<int>::operator()(int const&, int const&) const [261]
                0.00    0.00   75314/1020561     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_left(std::_Rb_tree_node_base*) [219]
                0.00    0.00   51139/460999      std::_Rb_tree_iterator<std::pair<int const, signed char> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [264]
-----------------------------------------------
                0.00    0.00   29481/29481       Organism::add_new_promoter(int, signed char) [83]
[144]    0.0    0.00    0.00   29481         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [144]
                0.00    0.00   29481/29481       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [145]
-----------------------------------------------
                0.00    0.00   29481/29481       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [144]
[145]    0.0    0.00    0.00   29481         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [145]
                0.00    0.00   29481/92693       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&) [138]
                0.00    0.00   41554/136746      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end() [321]
                0.00    0.00   29481/218302      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_end() [280]
                0.00    0.00   29481/196395      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_begin() [301]
                0.00    0.00   29481/71851       std::operator==(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_iterator<std::pair<int const, signed char> > const&) [372]
                0.00    0.00   20228/44035       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_key(std::_Rb_tree_node_base const*) [627]
                0.00    0.00   20228/664928      std::less<int>::operator()(int const&, int const&) const [261]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::allocator_traits<std::allocator<Organism> >::construct<Organism, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, std::shared_ptr<Organism>&) [150]
[146]    0.0    0.00    0.00    1024         void __gnu_cxx::new_allocator<Organism>::construct<Organism, std::shared_ptr<Organism>&>(Organism*, std::shared_ptr<Organism>&) [146]
                0.00    0.00    1024/50931       Organism::Organism(std::shared_ptr<Organism> const&) [59]
                0.00    0.00    1024/8192        std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [636]
                0.00    0.00    1024/1979786     operator new(unsigned long, void*) [191]
-----------------------------------------------
                0.00    0.00    1024/1024        std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, std::shared_ptr<Organism>&) [86]
[147]    0.0    0.00    0.00    1024         std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, std::shared_ptr<Organism>&>(std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [147]
                0.00    0.00    1024/1024        std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, std::shared_ptr<Organism>&>(std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [148]
                0.00    0.00    1024/8192        std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [636]
-----------------------------------------------
                0.00    0.00    1024/1024        std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, std::shared_ptr<Organism>&>(std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [147]
[148]    0.0    0.00    0.00    1024         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, std::shared_ptr<Organism>&>(std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [148]
                0.00    0.00    1024/1024        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [149]
                0.00    0.00    1024/8192        std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [636]
                0.00    0.00    1024/51747       std::enable_if<!std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<Organism, void>::value, void>::type std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<Organism, Organism>(Organism*) [487]
-----------------------------------------------
                0.00    0.00    1024/1024        std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, std::shared_ptr<Organism>&>(std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [148]
